UNITID,INSTNM,INSTURL,LATITUDE,LONGITUDE,ADM_RATE,Rank,SATVR25,SATVR75,SATMT25,SATMT75,SATWR25,SATWR75,SATVRMID,SATMTMID,SATWRMID,ACTCM25,ACTCM75,ACTEN25,ACTEN75,ACTMT25,ACTMT75,ACTWR25,ACTWR75,ACTCMMID,ACTENMID,ACTMTMID,ACTWRMID,SAT_AVG,PCIP01,PCIP03,PCIP04,PCIP05,PCIP09,PCIP10,PCIP11,PCIP12,PCIP13,PCIP14,PCIP15,PCIP16,PCIP19,PCIP22,PCIP23,PCIP24,PCIP25,PCIP26,PCIP27,PCIP29,PCIP30,PCIP31,PCIP38,PCIP39,PCIP40,PCIP41,PCIP42,PCIP43,PCIP44,PCIP45,PCIP46,PCIP47,PCIP48,PCIP49,PCIP50,PCIP51,PCIP52,PCIP54,COSTT4_A,UGDS_MEN,UGDS_WOMEN,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_NHPI,UGDS,Arrest,zip,Arrest.scale
213543,Lehigh University,www.lehigh.edu,40.607158,-75.378887,0.3427,40,590,670,640,740,NULL,NULL,630,690,NULL,28,32,NULL,NULL,NULL,NULL,NULL,NULL,30,NULL,NULL,NULL,1326,0,0.0034,0.0282,0.0026,0.0162,0,0.0631,0,0,0.3174,0,0.0017,0,0,0.0205,0,0,0.0759,0.0111,0,0.0529,0,0.0026,0,0.0427,0,0.035,0,0,0.0495,0,0,0,0,0.0179,0,0.2509,0.0085,57043,0.5532,0.4468,0.6736,0.0373,0.0826,0.0803,0.001,0,5034,145,18015,0.161290323
215062,University of Pennsylvania,www.upenn.edu,39.951002,-75.193618,0.1037,8,670,770,690,780,690,780,720,735,735,31,34,32,35,30,34,8,10,33,34,32,9,1452,0,0.0044,0.0051,0.0106,0.0394,0,0.0394,0,0,0.0913,0,0.023,0,0,0.0321,0.0011,0,0.0913,0.0168,0,0.0237,0,0.0475,0,0.015,0,0.027,0,0.0033,0.1595,0,0,0,0,0.0307,0.0993,0.2004,0.0391,61800,0.4924,0.5076,0.4543,0.0716,0.1034,0.189,0.0008,0.0004,10678,8,19104,0.008898776
216339,Temple University,www.temple.edu,39.980943,-75.158267,0.6173,121,500,610,510,620,490,600,555,565,545,22,28,21,29,21,28,7,8,25,25,25,8,1125,0.0032,0.0089,0.0159,0.0058,0.1165,0,0.0307,0,0.0636,0.0277,0.0074,0.0196,0,0.0065,0.0291,0,0,0.0511,0.0024,0,0.004,0.0476,0.0086,0,0.0133,0,0.0605,0.0388,0.0159,0.0605,0,0,0,0,0.0916,0.05,0.2064,0.0146,27202,0.4915,0.5085,0.5822,0.1321,0.0581,0.1037,0.0017,0.0012,27669,33,19122,0.036707453
217156,Brown University,www.brown.edu,41.827605,-71.404467,0.0874,16,660,770,670,780,670,780,715,725,725,30,34,30,35,28,34,NULL,NULL,32,33,31,NULL,1435,0,0.0295,0,0.0427,0.0125,0,0.0502,0,0.0163,0.0521,0,0.0339,0,0,0.0445,0,0,0.1374,0.0621,0,0.0596,0,0.0125,0,0.0414,0,0.0364,0,0.0069,0.2083,0,0,0,0,0.0458,0.0282,0.0395,0.0402,60460,0.488,0.512,0.4355,0.0669,0.1132,0.1285,0.0038,0.0016,6264,0,2912,0
217484,University of Rhode Island,www.uri.edu/,41.484691,-71.527356,0.7681,161,480,580,490,590,480,580,530,540,530,22,26,NULL,NULL,NULL,NULL,NULL,NULL,24,NULL,NULL,NULL,1077,0.0272,0.0382,0.0046,0.0043,0.0908,0,0.01,0,0.0257,0.0793,0,0.0239,0.0743,0,0.0282,0.0036,0,0.0579,0.0071,0,0,0.0504,0.0032,0,0.0075,0,0.0747,0,0,0.0793,0,0,0,0,0.0332,0.139,0.1233,0.0139,26452,0.4599,0.5401,0.704,0.0513,0.0885,0.0298,0.0019,0.0003,13205,38,2881,0.042269188
217882,Clemson University,www.clemson.edu,34.677329,-82.834463,0.5152,62,560,660,590,680,540,650,610,635,595,26,31,NULL,NULL,NULL,NULL,NULL,NULL,29,NULL,NULL,NULL,1261,0.0675,0.014,0.0183,0,0,0,0.0175,0,0.0397,0.189,0.0114,0.0207,0,0,0.0376,0,0,0.0879,0.0114,0,0,0.0315,0.0053,0,0.0172,0,0.0593,0,0,0.0675,0,0,0,0,0.0289,0.0675,0.1925,0.0154,26065,0.5338,0.4662,0.8348,0.0646,0.0298,0.0194,0.0019,0.0007,17083,303,29634,0.337041157
218733,South Carolina State University,www.scsu.edu,33.497439,-80.851185,0.8454,236,360,450,370,450,NULL,NULL,405,410,NULL,15,18,NULL,NULL,NULL,NULL,NULL,NULL,17,NULL,NULL,NULL,810,0.0071,0,0,0,0.0229,0,0.0247,0,0.0917,0.0159,0.0741,0,0.1164,0,0.0159,0,0,0.0847,0.0088,0,0,0.0123,0,0,0.0265,0,0.0529,0.0653,0.0829,0.0265,0,0,0,0,0.0194,0.1164,0.1235,0.0123,26245,0.4867,0.5133,0.0236,0.9542,0.0062,0.0058,0.0011,0.0004,2753,6,29117,0.006674082
219356,South Dakota State University,www.sdstate.edu/,44.31942,-96.783415,0.9201,181,430,560,460,610,NULL,NULL,495,535,NULL,20,26,19,25,19,26,NULL,NULL,23,22,23,NULL,1068,0.1499,0.0283,0.0093,0,0.0216,0,0.0124,0,0.0392,0.0639,0.0392,0.0108,0.0572,0,0.0139,0.0335,0,0.0474,0.0134,0,0.0062,0.0371,0,0,0.0052,0,0.033,0,0,0.0788,0,0,0,0.0031,0.0309,0.2287,0.0206,0.0165,19330,0.4769,0.5231,0.8935,0.02,0.0195,0.0091,0.0086,0.001,10003,145,57007,0.161290323
219471,University of South Dakota,WWW.USD.EDU,42.784558,-96.924664,0.8882,168,400,440,470,610,410,510,420,540,460,20,25,20,25,19,25,NULL,NULL,23,23,22,NULL,1044,0,0,0,0.0008,0.0488,0,0.0069,0,0.0824,0,0,0.0076,0,0,0.0183,0.0343,0,0.045,0.0046,0,0.0046,0.0244,0,0,0.0099,0,0.0557,0.0442,0,0.0366,0,0,0,0,0.0244,0.4363,0.1022,0.013,19695,0.3707,0.6293,0.87,0.0227,0.025,0.0133,0.016,0.0071,6331,63,57069,0.070077864
220075,East Tennessee State University,www.etsu.edu,36.304077,-82.366734,0.9174,211,410,600,440,620,NULL,NULL,505,530,NULL,19,25,19,26,17,24,NULL,NULL,22,23,21,NULL,1030,0,0,0,0.0017,0.0332,0.0159,0.0271,0,0.056,0,0.0302,0.0052,0.0207,0,0.0336,0.0741,0,0.0271,0.0069,0,0,0.0633,0.0052,0,0.0237,0,0.053,0.0379,0.0504,0.0327,0,0,0,0,0.0353,0.2357,0.1112,0.0198,21826,0.4324,0.5676,0.8361,0.0641,0.0216,0.0132,0.0023,0.0006,11162,68,37614,0.0756396
220862,University of Memphis,www.memphis.edu,35.118874,-89.938062,0.474,251,450,570,450,560,440,560,510,505,500,19,25,20,26,17,24,4,9,22,23,21,7,1029,0,0,0.0033,0.002,0.0461,0,0.0077,0,0.102,0.0361,0.0127,0.0137,0,0,0.0271,0.0615,0,0.0267,0.0114,0,0.1187,0.0435,0.005,0,0.0167,0,0.0565,0.0378,0.0221,0.0438,0,0,0,0,0.0318,0.0749,0.1792,0.0197,21492,0.399,0.601,0.5058,0.3793,0.0389,0.0275,0.0025,0.0014,16093,12,38152,0.013348165
220978,Middle Tennessee State University,www.mtsu.edu,35.849139,-86.362094,0.7206,222,480,600,470,590,NULL,NULL,540,530,NULL,19,25,20,26,18,24,NULL,NULL,22,23,21,NULL,1032,0.0279,0,0,0,0.0643,0,0.0082,0,0.0698,0,0.0282,0.011,0.0317,0,0.0244,0.1064,0,0.0409,0.0072,0,0.0454,0.0376,0.004,0,0.0107,0,0.0499,0.0371,0.0194,0.0421,0,0,0,0.0304,0.0942,0.0484,0.1456,0.0152,19251,0.465,0.535,0.6596,0.207,0.0433,0.0258,0.0032,0.0011,19928,39,37132,0.043381535
221838,Tennessee State University,www.tnstate.edu,36.16899,-86.82937,NULL,237,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0077,0,0,0.0022,0.0571,0,0.0143,0,0.1218,0.0505,0.0088,0,0.0318,0,0.0176,0.0176,0,0.0428,0.0022,0,0,0.0373,0,0,0.0198,0,0.0735,0.0746,0.0187,0.0296,0,0,0,0,0.0077,0.247,0.1076,0.0099,17119,0.4057,0.5943,0.1429,0.7166,0.0128,0.0096,0.0014,0,6968,12,37209,0.013348165
221892,Trevecca Nazarene University,www.trevecca.edu,36.142115,-86.753566,0.7308,243,470,590,450,590,NULL,NULL,530,520,NULL,20,26,18,25,21,27,NULL,NULL,23,22,24,NULL,1066,0,0,0,0,0.0565,0,0.0395,0,0.0678,0,0,0,0,0,0.0113,0.0028,0,0.0395,0.0056,0,0.0282,0.0367,0,0.0593,0.0028,0,0.0452,0.0311,0.0367,0,0,0,0,0,0.0508,0.0734,0.404,0.0085,32604,0.4375,0.5625,0.7122,0.087,0.0379,0.0118,0.0056,0.0006,1609,0,37210,0
221999,Vanderbilt University,www.vanderbilt.edu,36.14443,-86.804875,0.1309,16,710,780,720,800,680,770,745,760,725,32,34,33,35,30,35,8,10,33,34,33,9,1481,0,0,0,0.0084,0.0265,0,0.0144,0,0.0415,0.1654,0,0.0235,0.0018,0,0.0445,0,0,0.0758,0.0156,0,0.1028,0,0.015,0,0.018,0,0.0553,0,0.0138,0.3055,0,0,0,0,0.0373,0,0,0.0349,61112,0.4993,0.5007,0.5826,0.0808,0.0805,0.1009,0.0031,0.0007,6818,27,37240,0.03003337
223232,Baylor University,www.baylor.edu,31.545956,-97.119359,0.5536,71,560,660,570,670,530,640,610,620,585,24,30,24,31,24,29,7,8,27,28,27,8,1227,0,0.0091,0,0.0004,0.0895,0,0.0119,0,0.0523,0.0397,0,0.0095,0.0207,0,0.0162,0.0018,0,0.1246,0.0053,0,0.0126,0.0186,0.0158,0.0018,0.0095,0,0.0474,0,0.0137,0.06,0,0,0,0.0032,0.0411,0.1397,0.2426,0.013,53797,0.4197,0.5803,0.6402,0.0733,0.1413,0.0625,0.0036,0.0005,13801,85,76798,0.094549499
225511,University of Houston,www.uh.edu/,29.719988,-95.344851,0.6299,189,500,610,540,640,NULL,NULL,555,590,NULL,22,27,21,27,23,27,NULL,NULL,25,24,25,NULL,1139,0,0.002,0.0137,0,0.0637,0,0.0278,0,0,0.054,0.0388,0.0094,0.0391,0,0.0204,0.0066,0,0.0582,0.018,0,0.0532,0.0414,0.0028,0,0.0212,0,0.075,0,0,0.0684,0,0,0,0,0.0422,0.0284,0.3005,0.0151,22713,0.5062,0.4938,0.2718,0.1083,0.3133,0.2167,0.001,0.0027,31643,103,77204,0.114571746
226091,Lamar University,www.lamar.edu,30.044274,-94.073389,0.7881,220,420,530,440,530,NULL,NULL,475,485,NULL,18,23,16,23,17,24,NULL,NULL,21,20,21,NULL,963,0,0.004,0.004,0,0.0387,0,0.0093,0,0,0.0808,0.0127,0.0174,0.022,0,0.0194,0.0694,0,0.026,0.0053,0,0.1769,0.0374,0,0,0.0174,0,0.0227,0.0501,0.0227,0.0127,0,0,0,0,0.034,0.1956,0.1148,0.0067,19692,0.4233,0.5767,0.4902,0.2831,0.1306,0.0426,0.0041,0.001,9043,30,77705,0.033370412
227216,University of North Texas,www.unt.edu,33.210958,-97.151211,0.6538,257,490,600,500,610,NULL,NULL,545,555,NULL,21,26,19,25,20,26,NULL,NULL,24,22,23,NULL,1096,0,0,0.0044,0,0.0554,0,0.0147,0,0,0.0236,0.0073,0.0209,0.012,0,0.0473,0.0515,0,0.0396,0.0095,0,0.1294,0.0443,0.0057,0,0.0079,0,0.0546,0.042,0.0119,0.0697,0,0,0,0.0044,0.0863,0.0328,0.2005,0.0242,19405,0.4833,0.5167,0.488,0.1237,0.2066,0.055,0.0044,0.0013,29758,250,76203,0.278086763
227331,Our Lady of the Lake University,www.ollusa.edu,29.425611,-98.54395,0.4952,232,410,510,430,520,NULL,NULL,460,475,NULL,18,22,16,21,17,23,NULL,NULL,20,19,20,NULL,941,0,0,0,0,0.0369,0,0.0523,0,0.0615,0,0,0.0031,0.0462,0,0.0215,0.0246,0,0.0462,0.0092,0,0,0.0338,0.0031,0,0.0092,0,0.0769,0.0738,0.0892,0.0185,0,0,0,0,0.0277,0.1477,0.2154,0.0031,35340,0.2976,0.7024,0.133,0.0958,0.7063,0.0071,0.0051,0.0006,1556,0,78207,0
227757,Rice University,www.rice.edu,29.716485,-95.403625,0.151,19,680,760,710,790,670,770,720,750,720,31,34,32,35,30,35,8,10,33,34,33,9,1460,0,0.002,0.0335,0.0081,0,0,0.0477,0,0,0.2515,0,0.0162,0,0,0.0304,0,0,0.1268,0.0487,0,0.0365,0.069,0.0162,0,0.0558,0,0.0487,0,0.001,0.14,0,0,0,0,0.0446,0,0.001,0.0223,54291,0.5211,0.4789,0.3794,0.0674,0.1499,0.2261,0.001,0.0003,3888,6,77005,0.006674082
227881,Sam Houston State University,www.shsu.edu/,30.7247,-95.5519,0.7367,235,450,550,460,550,NULL,NULL,500,505,NULL,19,23,19,24,18,24,NULL,NULL,21,22,21,NULL,1000,0.0538,0.0003,0.0012,0,0.0505,0.0048,0.0076,0,0,0,0.0148,0.0066,0.0118,0,0.0236,0.0042,0,0.0248,0.0054,0,0.1272,0.0532,0.0009,0,0.0166,0,0.0456,0.2021,0,0.0287,0,0,0,0,0.0535,0.0227,0.2106,0.0296,19721,0.4,0.6,0.54,0.1875,0.1888,0.0128,0.0046,0.0017,16819,37,77340,0.041156841
228246,Southern Methodist University,www.smu.edu,32.845254,-96.784855,0.524,58,600,690,620,710,600,695,645,665,648,28,31,28,33,26,32,8,9,30,31,29,9,1316,0,0.0041,0,0.0006,0.1081,0,0.0158,0,0.0023,0.1005,0,0.0269,0,0,0.0234,0.0339,0,0.0356,0.0444,0,0.0105,0.0543,0.0129,0,0.014,0,0.052,0,0.0082,0.1402,0,0,0,0,0.0701,0.0029,0.2185,0.021,60938,0.4954,0.5046,0.6579,0.0494,0.117,0.0651,0.0028,0.0014,6340,88,75275,0.097886541
228875,Texas Christian University,www.tcu.edu/,32.709568,-97.361537,0.4887,76,530,630,550,650,540,650,580,600,595,24,30,25,32,24,29,NULL,NULL,27,29,27,NULL,1207,0.0116,0.0056,0,0,0.1702,0,0.0131,0,0.0561,0.0207,0,0.0066,0,0,0.0182,0.0379,0,0.0364,0.0076,0,0,0.0056,0.0086,0,0.0202,0,0.0687,0.0162,0.0096,0.0884,0,0,0,0,0.0581,0.1359,0.1914,0.0136,50440,0.4016,0.5984,0.74,0.048,0.1084,0.0266,0.0086,0.003,8600,1,76129,0.001112347
229063,Texas Southern University,www.tsu.edu,29.722468,-95.361961,0.5192,241,360,440,370,460,350,430,400,415,390,15,18,12,17,15,18,9,11,17,15,17,10,812,0,0,0,0,0.1073,0,0.015,0,0,0,0.0438,0.0104,0.0138,0,0.0081,0.0946,0,0.0784,0.0069,0,0.0242,0.0265,0,0,0.0208,0,0.0346,0.0611,0.0358,0.0381,0,0,0,0.0161,0.0127,0.1246,0.2226,0.0046,22183,0.4305,0.5695,0.019,0.8228,0.0644,0.0243,0.0052,0.0007,6880,23,77004,0.025583982
229115,Texas Tech University,www.ttu.edu,33.580309,-101.876917,0.6613,156,490,590,510,610,470,560,540,560,515,22,27,21,26,22,27,6,8,25,24,25,7,1110,0.0531,0.0095,0.0228,0.0006,0.0718,0,0.0196,0,0,0.1159,0.0019,0.0099,0.0765,0,0.0301,0.0183,0,0.0394,0.0082,0,0.0834,0.0613,0.0046,0,0.0128,0,0.0409,0,0.0055,0.0524,0,0,0,0,0.0331,0.0072,0.1991,0.0221,21239,0.5528,0.4472,0.6116,0.0607,0.2209,0.0252,0.0031,0.0012,28278,206,79409,0.229143493
229179,Texas Woman's University,www.twu.edu,33.227002,-97.129088,0.8531,242,410,530,430,540,410,520,470,485,465,17,23,15,22,17,24,6,8,20,19,21,7,953,0,0,0,0,0,0,0.0046,0.0035,0,0,0,0,0.0593,0.0101,0.0101,0.1292,0,0.034,0.0137,0,0.1211,0.0542,0,0,0.0046,0,0.0426,0.0279,0.0289,0.0122,0,0,0,0,0.0436,0.2995,0.0963,0.0046,16846,0.1029,0.8971,0.4054,0.2063,0.248,0.0809,0.0048,0.0013,9327,35,76201,0.038932147
230728,Utah State University,www.usu.edu,41.740748,-111.81391,0.9783,194,470,590,450,590,NULL,NULL,530,520,NULL,20,26,19,27,18,26,NULL,NULL,23,23,22,NULL,1067,0.0282,0.0065,0.0089,0.0076,0.0152,0,0.0239,0.0011,0.112,0.0458,0.0011,0.0074,0.0512,0.0046,0.0263,0.2062,0,0.025,0.0054,0,0.0317,0.0046,0.0026,0,0.0087,0,0.0206,0.0035,0.0148,0.0864,0.0002,0.0041,0.0022,0.0024,0.0308,0.0968,0.1061,0.0082,16572,0.4718,0.5282,0.8085,0.0095,0.0575,0.0101,0.0209,0.0034,21087,78,84322,0.08676307
230764,University of Utah,www.utah.edu,40.762484,-111.846044,0.8142,129,500,640,520,650,490,610,570,585,550,21,28,21,29,20,27,7,8,25,25,24,8,1131,0,0.0094,0.009,0.0057,0.0788,0,0.0342,0,0.0147,0.0799,0,0.0234,0.0499,0,0.0293,0,0,0.0355,0.0137,0,0.0287,0.0534,0.0049,0,0.0253,0,0.064,0,0.0159,0.1436,0,0,0,0,0.0679,0.0786,0.1186,0.0155,18931,0.5555,0.4445,0.7051,0.0136,0.1011,0.0545,0.005,0.0061,22804,59,84112,0.065628476
231174,University of Vermont,www.uvm.edu,44.479262,-73.198128,0.7344,85,540,640,540,650,540,640,590,595,590,24,29,24,29,24,30,8,9,27,27,27,9,1191,0.0375,0.0983,0,0.0047,0.0229,0,0.0138,0,0.0781,0.0517,0,0.0241,0.0086,0,0.044,0,0,0.0815,0.0224,0,0.0293,0.0164,0.0078,0,0.0078,0,0.0638,0,0.0134,0.1143,0,0,0,0,0.0418,0.0966,0.0923,0.0289,28348,0.4499,0.5501,0.8305,0.0113,0.0437,0.0248,0.0022,0.0003,9958,6,5405,0.006674082
231624,College of William and Mary,www.wm.edu,37.271997,-76.709417,0.3302,33,640,730,630,740,620,720,685,685,670,29,33,29,34,27,33,6,10,31,32,30,8,1373,0,0,0,0.0223,0,0,0.0248,0,0,0,0,0.0229,0,0,0.0687,0,0,0.1202,0.0235,0,0.049,0.0509,0.0197,0,0.0687,0,0.0769,0,0.0197,0.2263,0,0,0,0,0.0273,0,0.131,0.0483,28329,0.4375,0.5625,0.5895,0.074,0.0913,0.0785,0.0016,0.0005,6256,47,23187,0.052280311
231651,Regent University,www.regent.edu,36.800929,-76.192844,0.7982,234,490,610,460,570,NULL,NULL,550,515,NULL,20,26,20,27,18,25,NULL,NULL,23,24,22,NULL,1066,0,0,0,0,0.1397,0.0393,0.0349,0,0.0349,0,0,0,0,0,0.1026,0.0087,0,0,0,0,0,0,0.0328,0.1266,0,0,0.1594,0.0175,0.0699,0,0,0,0,0,0.0197,0,0.1856,0.0284,27182,0.3902,0.6098,0.6124,0.22,0.0717,0.0185,0.0062,0.0018,2273,0,23464,0
232186,George Mason University,www.gmu.edu,38.83088,-77.30794,0.6665,138,520,620,530,630,NULL,NULL,570,580,NULL,23,28,22,29,23,27,NULL,NULL,26,26,25,NULL,1152,0,0.0034,0,0.0016,0,0.0056,0.0701,0,0.0264,0.0389,0,0.0066,0,0,0.0783,0.0489,0,0.0634,0.0079,0,0.0181,0,0.0036,0,0.0171,0,0.0727,0.0519,0.0163,0.1343,0,0,0,0,0.0515,0.0799,0.1806,0.0228,23212,0.4857,0.5143,0.4494,0.1008,0.1225,0.1845,0.002,0.0042,21678,52,22030,0.057842047
232982,Old Dominion University,www.odu.edu,36.884919,-76.309653,0.8189,231,460,560,460,560,NULL,NULL,510,510,NULL,18,23,16,23,17,24,NULL,NULL,21,20,21,NULL,1007,0,0,0,0.0056,0,0,0.0101,0,0.0641,0.0644,0.0421,0.0041,0,0,0.0743,0,0,0.0558,0.0079,0,0.0669,0.015,0.0018,0,0.0074,0,0.0763,0,0,0.1324,0,0,0,0,0.0325,0.1843,0.1336,0.0216,20966,0.4583,0.5417,0.5004,0.2691,0.0693,0.0437,0.0041,0.0044,19842,66,23529,0.073414905
234030,Virginia Commonwealth University,www.vcu.edu/,37.547631,-77.453597,0.7535,156,500,610,500,600,490,590,555,550,540,21,27,20,27,20,26,NULL,NULL,24,24,23,NULL,1105,0,0.0121,0,0.0161,0.063,0,0.0302,0,0.0281,0.0471,0,0.0121,0,0,0.0295,0,0,0.067,0.0075,0,0.062,0,0.0111,0,0.026,0,0.0991,0.084,0.0161,0.0549,0,0,0,0,0.112,0.0714,0.1282,0.0224,27494,0.4325,0.5675,0.5095,0.1796,0.0788,0.1257,0.0029,0.002,22280,334,23284,0.371523915
236939,Washington State University,wsu.edu/,46.730448,-117.158168,0.8208,138,450,570,460,580,440,550,510,520,495,19,25,18,25,18,25,6,8,22,22,22,7,1030,0.0251,0.0124,0.0073,0.0031,0.0766,0,0.0132,0,0.0341,0.0979,0,0.0061,0.0659,0,0.0216,0.0184,0,0.0632,0.0063,0,0.0123,0.0312,0.0052,0,0.008,0,0.067,0.027,0.0034,0.1165,0,0,0,0,0.0123,0.0755,0.1749,0.0155,26543,0.4881,0.5119,0.6499,0.034,0.1192,0.0524,0.0061,0.0038,23585,188,99164,0.209121246
238032,West Virginia University,www.wvu.edu/,39.63468,-79.953926,0.8579,168,460,560,480,580,NULL,NULL,510,530,NULL,21,26,19,26,20,26,NULL,NULL,24,23,23,NULL,1069,0.0358,0.0173,0.0052,0,0.0829,0,0.0096,0,0.0178,0.119,0,0.0112,0.0122,0,0.0213,0.0579,0,0.0665,0.0063,0,0.0862,0.0349,0.0028,0,0.0218,0,0.0408,0.0089,0.0096,0.0733,0,0,0,0,0.0464,0.0733,0.12,0.0187,17585,0.5467,0.4533,0.814,0.0458,0.0356,0.0156,0.0014,0.0008,21945,518,26506,0.576195773
238430,Cardinal Stritch University,www.stritch.edu,43.139752,-87.909045,0.8298,207,435,495,460,500,NULL,NULL,465,480,NULL,19,24,17,24,19,24,NULL,NULL,22,21,22,NULL,1003,0,0,0,0,0.0099,0,0.0028,0,0.0451,0,0,0.0028,0,0,0.0071,0.0056,0,0.0099,0.0071,0,0,0.0169,0.0099,0,0.0028,0,0.0071,0,0,0.0099,0,0,0,0,0.0254,0.165,0.6601,0.0127,37755,0.3429,0.6571,0.5647,0.224,0.0916,0.02,0.0052,0.0017,2304,3,53217,0.003337041
238661,Edgewood College,www.edgewood.edu,43.058727,-89.422122,0.7622,181,320,400,550,580,NULL,NULL,360,565,NULL,20,25,20,25,19,26,NULL,NULL,23,23,23,NULL,1048,0,0,0,0,0.0519,0,0.0377,0,0.0991,0,0,0.0047,0,0,0.0142,0,0,0.0542,0.0047,0,0.0094,0,0.0047,0,0.0165,0,0.0849,0.0236,0,0.066,0,0,0,0,0.0354,0.2642,0.2217,0.0071,36879,0.2893,0.7107,0.7966,0.0236,0.0596,0.0263,0.0038,0.0005,1863,0,53711,0
239105,Marquette University,www.marquette.edu,43.03903,-87.927961,0.6671,76,540,640,560,650,520,620,590,605,570,25,29,24,30,24,29,8,9,27,27,27,9,1220,0,0,0,0,0.1253,0,0.0235,0,0.0449,0.1303,0,0.0115,0,0,0.0219,0,0,0.1122,0.0104,0,0.0263,0,0.0033,0.0038,0.0077,0,0.0547,0,0.0071,0.0821,0,0,0,0,0.0066,0.1237,0.1866,0.0181,48364,0.4763,0.5237,0.7367,0.0426,0.0958,0.0496,0.0022,0.0009,8212,45,53233,0.050055617
240727,University of Wyoming,www.uwyo.edu,41.311943,-105.57204,0.9766,161,470,600,470,610,NULL,NULL,535,540,NULL,22,27,21,27,21,27,NULL,NULL,25,24,24,NULL,1118,0.051,0,0,0.0025,0.0382,0,0.0089,0,0.1115,0.1041,0.005,0.0084,0.0223,0,0.0134,0.0005,0,0.0837,0.0114,0,0.0114,0.0337,0.005,0,0.0302,0,0.058,0.0352,0.0164,0.059,0,0,0,0,0.0347,0.1278,0.116,0.0119,18145,0.4825,0.5175,0.7791,0.0105,0.067,0.0132,0.0057,0.0029,9910,208,82071,0.231368187
243744,Stanford University,www.stanford.edu/,37.426967,-122.168826,0.0509,4,680,780,700,790,690,790,730,745,740,31,34,32,35,30,35,NULL,NULL,33,34,33,NULL,1465,0,0,0,0.023,0.0145,0,0.1278,0,0,0.1654,0.0369,0.0254,0,0,0.0303,0,0,0.06,0.0333,0,0.1866,0,0.0115,0,0.0485,0,0.0315,0,0.0151,0.1435,0,0,0,0,0.0212,0,0,0.0254,60311,0.5278,0.4722,0.3752,0.0591,0.1607,0.1979,0.0114,0.0038,7018,46,94305,0.051167964
413413,Capella University,www.capella.edu,44.976186,-93.268714,NULL,272,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0.1913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1592,0.067,0.0049,0,0,0,0,0,0,0.1291,0.4485,0,17994,0.308,0.692,0.4405,0.2792,0.0679,0.0144,0.0042,0.0049,8738,0,55402,0
